Review ID,Review Pair ID,Worker ID,Review,Domain,Sentiment Polarity,Truth Value,URL Origin,Length in Bytes,Avg. Quality,Accuracy in Detecting Truthfulness,Avg. Star Rating,Time to Write a Review Pair (sec.),Quality Judgments,Truth vs. Deception Judgments,Star Rating Judgments,Known,Used/Stayed,URL,Plagiarized,Rejected,Cause(s) of Rejection
ID-0783,PID-0392,A65MTO022E31N,"I purchased the Moshi alarm clock and I have never been so displeased with a clock in my entire life. This clock arrived and as soon as I plugged it in, I noticed that the control were very complicated. The knobs are not labeled properly so it took a lot longer for me to set the clock up. Then when I needed the voice feature to wake me up it just was not loud enough. I turned it all the way up and it still could not get me out of bed. I have found a better alarm clock so I would suggest shopping around.",Electronics,neg,D,posT,513,3.4,0.3,1.5,249,"[3, 3, 3, 3, 3, 3, 4, 4, 4, 4]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 2, 3, 3]",Y,N,http://www.scientificsonline.com/moshi-talking-alarm-clock.html?cm_mmc=Mercent-_-Google-_-NULL-_-3151881&mr:trackingCode=3865671C-9DE9-DE11-A0C8-002219318F67&mr:referralID=NA&origin=pla&mr:adType=pla&gclid=CNSOku6Sga8CFQpY7AodSzU4YQ,-,-,-
ID-0192,PID-0096,A1BXFGEEF4U80S,"Great product! It heats super fast and is the perfect size for my unmanageable bangs. The ceramic plates leave my hair shiny and, dare I say, even healthy-looking.",Electronics,pos,F,self,163,2.33,0.1,4.8,68,"[0, 0, 0, 0, 1, 1, 1, 2, 4, 5]","[F, T, T, T, T, T, T, T, T, T]","[4, 4, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.amazon.com/Vidal-Sassoon-VSST2542N1-Ceramic-,-,REJECTED,THERE WERE MORE THAN 3 0S IN THE QUALITY TEST
ID-0179,PID-0090,A3HVJARNECSMYW,"This iPod was meant to replace my old classic from a couple of generations ago. Overall, I am not impressed with the quality. Whereas my old Classic feels solid and hefty, the new Classic has a plasticky feel to it that just doesn't feel right on my fingers. The battery life is comparable to old Classics, but this by itself is a huge fault. With slimmer and more energy efficient hard drives and screens, I should be noticing an increase in battery life if anything. Another con is that I can something feel the hard drive spinning, and some songs take longer to load than others.",Electronics,neg,T,self,587,3.6,0.9,2.3,26,"[3, 3, 3, 3, 3, 4, 4, 4, 4, 5]","[F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 2, 2, 2, 2, 2, 3, 3, 3, 3]",Y,Y,http://www.amazon.com/Apple-classic-Black-Generation-NEWEST/dp/B001F7AHOG/ref=sr_1_1?ie=UTF8&qid=1332825271&sr=8-1,-,-,-
ID-0425,PID-0213,A2CG4NMTO6ZMQY,"Hi, I've got myself an iPod just the other day but already I am thinking of returning it. The item is way too expensive and even though it has many great functions you can't really use them for long because battery life is really short. It is a pain in the neck to get my music onto this device. First I have to register on Apple's website, then download iTunes, transfer music to iTunes and then to iPod. This is way too much hassle for me. I would not recommend buying this product, there are many better alternatives out there.",Electronics,neg,F,self,530,3.2,0.1,1.7,550,"[2, 2, 2, 3, 3, 4, 4, 4, 4, 4]","[F, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 4]",Y,Y,http://www.apple.com/ipodtouch/,-,-,-
ID-1560,PID-0780,A3D50061DLW0YN,"My husband and I stayed at the Hilton Virginia Beach Oceanfront for a long weekend last summer and couldn't have been more pleased. We pulled up and were met by the courteous valet staff at front entrance. Check in went smoothly, and our room was pristine. The hotel is in a prime location; we walked right onto the beach and could either walk or easily catch a cab to anywhere in the Virginia Beach area that we wanted to visit. We also grabbed drinks at Catch 21 and enjoyed the modern ambiance and diverse cocktail menu. Overall: five stars!",Hotels,pos,D,posT,544,4,0.33,5,512,"[3, 3, 3, 4, 4, 4, 4, 5, 5, 5]","[0, F, F, F, T, T, T, T, T, T]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,N,http://www1.hilton.com/en_US/hi/hotel/ORFVHHF-Hilton-Virginia-Beach-Oceanfront-Virginia/index.do,-,-,-
ID-1261,PID-0631,A1FC334BTQDUI9,"One word: overpriced. the most beautiful parts of the hotel were only in the pictures. they did not show the small, cramped and dirty rooms or the disgusting hallways. The staff barely spoke english and I often had an impossibly hard time discussing what I wanted to these people. Pool bar and other hotel food was very poor and also got a bad resteraunt review from the consierge.",Hotels,neg,F,self,381,3,0.2,1.1,38,"[2, 2, 2, 3, 3, 3, 3, 4, 4, 4]","[F, F, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",Y,Y,http://www.marriott.com/hotels/travel/auaao-marriotts-aruba-ocean-club/,-,-,-
ID-0973,PID-0487,A1315BTTR3FBLK,"Hotel prices were below others of similar ratings in the area. This should have been my warning. Not knowing the area, I later found that the hotel was situated in the tenerloin district of San Francisco. The rooms were small and poorly designed, the hotel had no amenities, and local calls cost to make. A poor choice all the way around.",Hotels,neg,T,self,342,2.8,0.6,1.5,24,"[2, 2, 2, 2, 2, 3, 3, 4, 4, 4]","[F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]",Y,Y,http://www.hoteldiva.com,-,-,-
ID-0855,PID-0428,A1I8952MLVA6SL,"The Super 8 was one of the worst properties that I have ever stayed at, it was dirty, out of dated and the staff was rude. <br/><br/>The carpeting in my room was ripped and stained. In the bathroom the shower was moldy and the fixtures were chipped. The wifi was operating at just above phone dial-up speed. My TV didn't work at all.<br/><br/>This room was not worth the rack rate, or even 50% of the rack rate.",Hotels,neg,T,self,404,3.3,0.63,1,78333,"[1, 2, 2, 3, 3, 4, 4, 4, 5, 5]","[0, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Y,Y,http://www.super8.com/hotels/colorado/denver/super-8-denver-i-25-58th-ave./maps-directions?partner_id=&hotel_id=02899&campaign_code=IP_Local&propId=SE02899&checkout_date=&brand_id=SE&children=0&corporate_id&teens=0&affiliate_id=&iata=&rate_code&adults=1&checkin_date&rooms=1,-,-,-
ID-0715,PID-0358,ANMB2F9PQBPCB,I got an Ipad for my birthday but there is no reason for me to have it. I have an Iphone and a laptop. The battery life is too short and its pretty delicate. I dropped mine and one of the corners dented immediately. When I brought it to the Apple store they said there was nothing they could do for me short of me buying a new one. Terrible service. I also got the data plan for it but I get screwed with charges because a lot of the Apps use data when you don't know they are. I'm trying to sell my Ipad.,Electronics,neg,D,posT,512,3.4,0.3,1.7,315,"[2, 2, 3, 3, 3, 3, 4, 4, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2]",Y,Y,www.apple.com/ipad,-,-,-
ID-0384,PID-0192,A3OT42TBWJRD2C,I recently purchased a Kitchen Aid mixer. It has totally changed the way I bake. After using a hand mixer for years its a breathe of fresh air. It makes everything so much easier! I have the capability to other things while waiting for things to mix. It gives you more freedom while in the kitchen. I would definitely recommend purchasing one!,Electronics,pos,T,self,343,3,0.55,4.7,249,"[0, 0, 2, 2, 2, 3, 3, 3, 4, 5]","[F, F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T]","[4, 4, 4, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www1.macys.com/shop/product/kitchenaid-ksm150apscs-stand-mixer-architect-5-qt.-tilt-head?ID=393917&CategoryID=29423#fn=sp%3D1%26spc%3D29%26ruleId%3D54%26slotId%3D1,-,-,-
ID-0421,PID-0211,A1WM3YH7KN89BZ,"This toaster oven has ruined more food than I want to talk about. It gets hot quickly, but it gets too hot and burns my food. When its preheated, and tries to regulate its temperature, it slingshots from hot to cold over and over, and doesnt cook anything properly. Its a hassle to clean too. I've resigned to using this for making toast only, I'll let my microwave to the rest of the small volume cooking in my kitchen.",Electronics,neg,F,self,424,3.5,0.44,1.5,1152,"[2, 2, 3, 3, 3, 3, 4, 5, 5, 5]","[0, F, F, F, F, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 3]",Y,Y,http://www.amazon.com/Cuisinart-TOB-155-Toaster-Stainless-Black/dp/B000PYISIW/ref=sr_1_6?s=home-garden&ie=UTF8&qid=1332444240&sr=1-6,-,-,-
ID-1341,PID-0671,A354WRS1F50OLY,"We chose the Rio because every room is a suite, but honestly, I think it would be better to have a smaller room in a nicer hotel. The furnishings were shabby and the service was almost non-existent. The free drinks they serve in the casino are totally watered down and take forever to arrive. They have a free ""Show in the Sky"", but it is way too crowded and kinda boring. The buffet was fair, but overpriced and not open for enough hours every day.",Hotels,neg,D,negT,449,3.3,0.1,2.4,662,"[2, 3, 3, 3, 3, 3, 3, 4, 4, 5]","[F, T, T, T, T, T, T, T, T, T]","[2, 2, 2, 2, 2, 2, 3, 3, 3, 3]",Y,N,http://www.riolasvegas.com/casinos/rio/hotel-casino/property-home.shtml?,-,-,-
ID-1210,PID-0605,ALY6DYZRLJWK8,"Went to this hotel when visiting nearby national parks with family. Front desk staff was courteous and quickly resolved any questions we had. Our 2-queen bed room was clean and spacious. Room has nice LCD TV, coffee maker, fridge, microwave, massaging shower heads, and good mattresses. We stayed for 2 nights and room was well cleaned and put together after first night with coffee packs refilled. Overall very satisfied.",Hotels,pos,T,self,422,3.78,0.95,4,727,"[-1, 2, 2, 3, 4, 4, 4, 5, 5, 5]","[F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[3, 4, 4, 4, 4, 4, 4, 4, 4, 5]",Y,Y,http://www.ramadainnmoab.com/,-,-,-
ID-0950,PID-0475,A3IMCQ8ZD65QSC,"Great Hotel<br/><br/>When me and my husband first walked in the hotel we were greeted and immediately serviced. Even with the cheap prices, the rooms very clean and it was a great place to stay. The free continental breakfast was very good and the servicing of the hotel was amazing. Two thumbs up and I would recommend this place to anyone!",Hotels,pos,F,self,338,3,0.4,4.9,269,"[2, 2, 2, 2, 3, 3, 3, 4, 4, 5]","[F, F, F, F, T, T, T, T, T, T]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.super8.com/hotels/illinois/normal/super-8-normal-bloomington/hotel-overview?cid=IP_Local&reg=Local-_-all-_-S8-_-all&wid=local:,-,-,-
ID-0910,PID-0455,A1EA0CPMH012RN,I arrived at Terranea in need of relaxation. The property was just as beautiful as it was in the pictures. The front desk staff was very attentive and offered us champagne while we waited. My room had an amazing view and I barely wanted to leave it. There were several restaurants to choose from so we tried one each for lunch and dinner during our stay and every meal was delicious. The pools were heated and I stayed as long as I could at night. The weekend was perfect and I seriously can't wait to return!,Hotels,pos,F,self,515,3.9,0.4,5,477,"[3, 3, 3, 4, 4, 4, 4, 4, 5, 5]","[F, F, F, F, T, T, T, T, T, T]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.terranea.com/,-,-,-
ID-0793,PID-0397,A2CMC73NTV72B2,This product is horrible. Right out the box the screen had already started to malfunction... but then it worked. This product does not show mapping accurately and the product is nothing like the advertisement.,Electronics,neg,D,posT,211,2.6,0.3,1.2,230,"[1, 1, 2, 2, 2, 3, 3, 3, 4, 5]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",-1,N,http://sites.garmin.com/etrex/,-,-,-
ID-0446,PID-0223,A3LR3PSW011T3F,"OMG, this is an awesome product. I absolutely love my new iPod Nano. It looks good (I got the red one) and is extremely easy to use. Apple even custom engraved it for me. With my new Nano I can take my entire music library along. It also has a small video camera which is extremely convenient and keeps me from missing things when I don't have my bigger video camera along. I can pop my headset on and tune in to fm radio during my morning jog. It even has a pedometer. Thanks again Apple for another great, intuitive product.",Electronics,pos,T,self,526,3.67,0.65,5,488,"[0, 2, 2, 3, 3, 4, 4, 5, 5, 5]","[F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.apple.com/support/ipodnano/4th_5th_generation/,-,-,-
ID-0299,PID-0150,A2O5PDSQGLGZHM,"I got this product about three months ago and it is already broken. the ""t"" button has already fallen out and the webcam doesn't work. The biggest problem is that it won't connect to the internet. no matter how many different things i try it still won't connect. I wouldn't buy this laptop again in a million years, and you shouldn't either.",Electronics,neg,F,self,341,3.1,0.4,1.2,271,"[2, 2, 2, 2, 3, 3, 3, 4, 5, 5]","[F, F, F, F, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",Y,Y,http://www.shopping.hp.com/webapp/series/category/notebooks/dv6t_series/3/computer_store,-,-,-
ID-0703,PID-0352,ACF1GODKEYHFG,The iPod touch is too expensive. For this price you might as well get a cell phone which you can do everything the touch can plus make phone calls.,Electronics,neg,D,posT,147,1.7,0.5,2.1,147,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 5]","[F, F, F, F, F, T, T, T, T, T]","[1, 1, 2, 2, 2, 2, 2, 3, 3, 3]",Y,Y,http://www.apple.com/ipodtouch/,-,-,-
ID-0454,PID-0227,A36NABG0OJE828,"I use to love this product because, it entertained me when i was bored, mad, or feeling blue. I also love it because unlike the play station 3, i find the the controller more comfortable.Its also very cool because it's slim so it can fit in small drawers and bags for when your're on the go.",Electronics,pos,T,self,291,2.7,0.55,4.1,452,"[1, 2, 2, 2, 2, 3, 3, 3, 4, 5]","[F, F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T]","[3, 4, 4, 4, 4, 4, 4, 4, 5, 5]",Y,Y,http://us.playstation.com/ps2/systems/,-,-,-
ID-0495,PID-0248,A2C8F18MMXK0ZX,When searching for Blu Ray players it would be wise to skip the Samsung BD- D5300. This machine is a low quality Blu Ray player packaged to appear as top of the line. This player is famous for freezing during playback as well as damaged disc. For some reason the unit builds up an enormous amount of heat while being used and tends to emit a metallic burning odor. For a comparable price a shopper could get two better quality players and have cash left over to buy Blu Ray disc.,Electronics,neg,D,negT,479,3.8,0.4,1.5,902,"[2, 3, 3, 3, 3, 4, 5, 5, 5, 5]","[F, F, F, F, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 3]",N,N,http://www.samsung.com/us/video/blu-ray-dvd/BD-D5300/ZA,-,-,-
ID-1385,PID-0693,A2RTC6JFL9G4DL,"My husband and I would never go back to this hotel. It was overpriced and when checking in we had to wait for an hour until our room was ready. It was already 5pm. It was constantly noisy from all the kids running down the hallways and jumping up and down on the floor above us. I didn't sleep a wink the first night because of this. When we went down to the pool to swim, they were so packed, that there were no lounge chairs available and all the towels were gone. I wouldn't recommend this hotel if you don't have children!!!",Hotels,neg,D,negT,534,3.29,0.4,1.7,784,"[0, 0, 0, 2, 3, 3, 3, 3, 4, 5]","[F, F, F, F, T, T, T, T, T, T]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2]",N,N,disneyland.disney.go.com/disneyland-hotel/,-,-,-
ID-0913,PID-0457,A2LM054H9RZ20W,"The rooms were very old and dated. It looks like nothing has been replaced since the 70's or something. Our room had moldy patches on the carpet near the jacuzzi, and areas where the paint/wallpaper were rubbed off or peeling on the corners of the room. The room had a really weird smell to it as well. There was even trash in the garbage can when we checked into the room, so that was gross. And the housekeepers were loud in the morning and were swearing in the hallway. Definitely not worth our time or money. We won't be going back.",Hotels,neg,T,self,536,3.5,0.8,1,111,"[2, 2, 3, 3, 3, 4, 4, 4, 5, 5]","[F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Y,Y,http://www.baywindsinn.com,-,-,-
